or_id,status
or_31004848,delivered
or_31004849,delivered
or_31004850,returned
or_31004851,delivered
or_31004852,delivered
or_31004853,delivered
or_31004854,delivered
or_31004855,delivered
or_31004856,delivered
or_31004857,delivered
or_31004858,returned
or_31004859,returned
or_31004860,delivered
or_31004861,delivered
or_31004862,delivered
or_31004863,delivered
or_31004864,returned
or_31004865,delivered
or_31004866,delivered
or_31004867,delivered
or_31004868,delivered
or_31004869,delivered
or_31004870,delivered
or_31004871,returned
or_31004872,delivered
or_31004873,delivered
or_31004874,delivered
or_31004875,delivered
or_31004876,delivered
or_31004877,delivered
or_31004878,delivered
or_31004879,delivered
or_31004880,delivered
or_31004881,delivered
or_31004882,delivered
or_31004883,delivered
or_31004884,delivered
or_31004885,delivered
or_31004886,returned
or_31004887,delivered
or_31004888,delivered
or_31004889,returned
or_31004890,delivered
or_31004891,returned
or_31004892,returned
or_31004893,delivered
or_31004894,returned
or_31004895,delivered
or_31004896,delivered
or_31004897,delivered
or_31004898,delivered
or_31004899,delivered
or_31004900,delivered
or_31004901,delivered
or_31004902,delivered
or_31004903,delivered
or_31004904,delivered
or_31004905,returned
or_31004906,delivered
or_31004907,delivered
or_31004908,delivered
or_31004909,delivered
or_31004910,delivered
or_31004911,delivered
or_31004912,delivered
or_31004913,delivered
or_31004914,delivered
or_31004915,delivered
or_31004916,delivered
or_31004917,returned
or_31004918,delivered
or_31004919,delivered
or_31004920,delivered
or_31004921,delivered
or_31004922,delivered
or_31004923,delivered
or_31004924,delivered
or_31004925,delivered
or_31004926,delivered
or_31004927,delivered
or_31004928,returned
or_31004929,delivered
or_31004930,delivered
or_31004931,delivered
or_31004932,delivered
or_31004933,delivered
or_31004934,delivered
or_31004935,delivered
or_31004936,returned
or_31004937,delivered
or_31004938,delivered
or_31004939,delivered
or_31004940,delivered
or_31004941,delivered
or_31004942,delivered
or_31004943,delivered
or_31004944,delivered
or_31004945,delivered
or_31004946,delivered
or_31004947,delivered
or_31004948,delivered
or_31004949,returned
or_31004950,delivered
or_31004951,returned
or_31004952,delivered
or_31004953,delivered
or_31004954,returned
or_31004955,delivered
or_31004956,delivered
or_31004957,returned
or_31004958,delivered
or_31004959,delivered
or_31004960,delivered
or_31004961,delivered
or_31004962,returned
or_31004963,delivered
or_31004964,delivered
or_31004965,delivered
or_31004966,returned
or_31004966,returned
or_31004967,delivered
or_31004968,returned
or_31004969,delivered
or_31004970,delivered
or_31004971,delivered
or_31004972,delivered
or_31004973,delivered
or_31004974,delivered
or_31004975,delivered
or_31004976,delivered
or_31004977,delivered
or_31004978,delivered
or_31004979,delivered
or_31004980,delivered
or_31004981,delivered
or_31004982,returned
or_31004983,returned
or_31004984,delivered
or_31004985,delivered
or_31004986,delivered
or_31004987,delivered
or_31004988,delivered
or_31004989,delivered
or_31004990,returned
or_31004991,delivered
or_31004992,delivered
or_31004993,returned
or_31004994,returned
or_31004995,delivered
or_31004996,delivered
or_31004997,delivered
or_31004998,delivered
or_31004999,delivered
or_31005000,delivered
or_31005001,delivered
or_31005002,delivered
or_31005003,delivered
or_31005004,delivered
or_31005005,delivered
or_31005006,returned
or_31005007,delivered
or_31005008,delivered
or_31005009,delivered
or_31005010,delivered
or_31005011,delivered
or_31005012,delivered
or_31005013,delivered
or_31005014,delivered
or_31005015,returned
or_31005016,returned
or_31005017,delivered
or_31005018,delivered
or_31005019,delivered
or_31005020,delivered
or_31005021,delivered
or_31005022,delivered
or_31005023,delivered
or_31005024,delivered
or_31005025,delivered
or_31005026,delivered
or_31005027,delivered
or_31005028,delivered
or_31005029,delivered
or_31005030,delivered
or_31005031,returned
or_31005032,delivered
or_31005033,delivered
or_31005034,delivered
or_31005035,returned
or_31005036,delivered
or_31005037,delivered
or_31005038,delivered
or_31005039,delivered
or_31005040,delivered
or_31005041,returned
or_31005042,delivered
or_31005043,delivered
or_31005044,returned
or_31005045,returned
or_31005046,returned
or_31005047,delivered
or_31005048,returned
or_31005049,delivered
or_31005050,delivered
or_31005051,delivered
or_31005052,delivered
or_31005053,delivered
or_31005054,delivered
or_31005055,delivered
or_31005056,delivered
or_31005057,returned
or_31005058,delivered
or_31005059,returned
or_31005060,delivered
or_31005061,delivered
or_31005062,delivered
or_31005063,delivered
or_31005064,delivered
or_31005065,returned
or_31005066,delivered
or_31005067,delivered
or_31005068,delivered
or_31005069,delivered
or_31005070,returned
or_31005071,returned
or_31005072,delivered
or_31005073,returned
or_31005074,delivered
or_31005075,delivered
or_31005076,delivered
or_31005077,returned
or_31005078,returned
or_31005079,returned
or_31005080,delivered
or_31005081,delivered
or_31005082,returned
or_31005083,returned
or_31005084,delivered
or_31005085,delivered
or_31005086,delivered
or_31005087,delivered
or_31005088,returned
or_31005089,delivered
or_31005090,delivered
or_31005091,delivered
or_31005092,returned
or_31005093,delivered
or_31005094,delivered
or_31005095,delivered
or_31005096,delivered
or_31005097,delivered
or_31005098,delivered
or_31005099,delivered
or_31005100,delivered
or_31005101,delivered
or_31005102,delivered
or_31005103,returned
or_31005104,delivered
or_31005105,delivered
or_31005106,delivered
or_31005107,delivered
or_31005108,delivered
or_31005109,delivered
or_31005110,delivered
or_31005111,delivered
or_31005112,delivered
or_31005113,delivered
or_31005114,delivered
or_31005115,returned
or_31005116,delivered
or_31005117,delivered
or_31005118,returned
or_31005119,delivered
or_31005120,delivered
or_31005121,returned
or_31005122,delivered
or_31005123,delivered
or_31005124,delivered
or_31005125,returned
or_31005126,delivered
or_31005127,delivered
or_31005128,returned
or_31005129,returned
or_31005129,returned
or_31005130,delivered
or_31005131,delivered
or_31005132,delivered
or_31005133,delivered
or_31005134,delivered
or_31005135,delivered
or_31005136,delivered
or_31005137,delivered
or_31005138,delivered
or_31005139,returned
or_31005139,returned
or_31005140,delivered
or_31005141,delivered
or_31005142,delivered
or_31005143,delivered
or_31005144,delivered
or_31005145,delivered
or_31005146,returned
or_31005147,delivered
or_31005148,delivered
or_31005149,delivered
or_31005150,delivered
or_31005151,delivered
or_31005152,returned
or_31005153,returned
or_31005154,delivered
or_31005155,delivered
or_31005156,returned
or_31005157,returned
or_31005158,delivered
or_31005159,delivered
or_31005160,delivered
or_31005161,delivered
or_31005162,delivered
or_31005163,returned
or_31005164,delivered
or_31005165,delivered
or_31005166,delivered
or_31005167,delivered
or_31005168,delivered
or_31005169,delivered
or_31005170,delivered
or_31005171,delivered
or_31005172,returned
or_31005173,delivered
or_31005174,delivered
or_31005175,delivered
or_31005176,delivered
or_31005177,returned
or_31005178,delivered
or_31005179,delivered
or_31005180,delivered
or_31005181,returned
or_31005182,delivered
or_31005183,delivered
or_31005184,returned
or_31005185,returned
or_31005186,delivered
or_31005187,returned
or_31005188,delivered
or_31005189,delivered
or_31005190,delivered
or_31005191,delivered
or_31005192,delivered
or_31005193,delivered
or_31005194,delivered
or_31005195,delivered
or_31005196,delivered
or_31005197,delivered
or_31005198,delivered
or_31005199,delivered
or_31005200,delivered
or_31005201,delivered
or_31005202,returned
or_31005203,delivered
or_31005204,delivered
or_31005205,returned
or_31005206,delivered
or_31005207,delivered
or_31005208,delivered
or_31005209,delivered
or_31005210,delivered
or_31005211,delivered
or_31005212,returned
or_31005213,returned
or_31005214,delivered
or_31005215,delivered
or_31005216,delivered
or_31005217,delivered
or_31005218,delivered
or_31005219,delivered
or_31005220,delivered
or_31005221,returned
or_31005222,delivered
or_31005223,delivered
or_31005224,delivered
or_31005225,delivered
or_31005226,delivered
or_31005227,delivered
or_31005228,delivered
or_31005229,delivered
or_31005230,delivered
or_31005231,delivered
or_31005232,delivered
or_31005233,delivered
or_31005234,delivered
or_31005235,delivered
or_31005236,delivered
or_31005237,delivered
or_31005238,delivered
or_31005239,returned
or_31005240,delivered
or_31005241,delivered
or_31005242,delivered
or_31005243,delivered
or_31005244,delivered
or_31005245,delivered
or_31005246,delivered
or_31005247,delivered
or_31005248,delivered
or_31005249,delivered
or_31005250,delivered
or_31005251,returned
or_31005252,delivered
or_31005253,delivered
or_31005254,returned
or_31005255,delivered
or_31005256,returned
or_31005257,delivered
or_31005258,delivered
or_31005259,returned
or_31005260,delivered
or_31005261,delivered
or_31005262,delivered
or_31005263,delivered
or_31005264,delivered
or_31005265,delivered
or_31005266,delivered
or_31005267,returned
or_31005268,delivered
or_31005269,delivered
or_31005270,delivered
or_31005271,returned
or_31005272,returned
or_31005273,delivered
or_31005274,returned
or_31005275,returned
or_31005276,delivered
or_31005277,delivered
or_31005278,delivered
or_31005279,returned
or_31005279,returned
or_31005280,delivered
or_31005281,returned
or_31005282,delivered
or_31005283,delivered
or_31005284,delivered
or_31005285,delivered
or_31005286,delivered
or_31005287,delivered
or_31005288,returned
or_31005289,delivered
or_31005290,delivered
or_31005291,delivered
or_31005292,delivered
or_31005293,delivered
or_31005294,delivered
or_31005295,delivered
or_31005296,returned
or_31005297,delivered
or_31005298,delivered
or_31005299,delivered
or_31005300,delivered
or_31005301,delivered
or_31005302,delivered
or_31005303,returned
or_31005304,delivered
or_31005305,returned
or_31005306,delivered
or_31005307,delivered
or_31005308,delivered
or_31005309,delivered
or_31005310,delivered
or_31005311,delivered
or_31005312,returned
or_31005313,delivered
or_31005314,delivered
or_31005315,delivered
or_31005316,delivered
or_31005317,delivered
or_31005318,delivered
or_31005319,returned
or_31005320,delivered
or_31005321,delivered
or_31005322,delivered
or_31005323,delivered
or_31005324,delivered
or_31005325,returned
or_31005326,delivered
or_31005327,delivered
or_31005328,delivered
or_31005329,delivered
or_31005330,delivered
or_31005331,delivered
or_31005332,delivered
or_31005333,returned
or_31005333,returned
or_31005334,delivered
or_31005335,returned
or_31005336,delivered
or_31005337,delivered
or_31005338,returned
or_31005339,delivered
or_31005340,delivered
or_31005341,delivered
or_31005342,delivered
or_31005343,delivered
or_31005344,returned
or_31005345,delivered
or_31005346,delivered
or_31005347,delivered
or_31005348,returned
or_31005349,delivered
or_31005350,delivered
or_31005351,delivered
or_31005352,delivered
or_31005353,delivered
or_31005354,delivered
or_31005355,delivered
or_31005356,delivered
or_31005357,delivered
or_31005358,delivered
or_31005359,delivered
or_31005360,delivered
or_31005361,delivered
or_31005362,delivered
or_31005363,delivered
or_31005364,delivered
or_31005365,delivered
or_31005366,returned
or_31005367,delivered
or_31005368,delivered
or_31005369,delivered
or_31005370,delivered
or_31005371,delivered
or_31005372,delivered
or_31005373,delivered
or_31005374,delivered
or_31005375,delivered
or_31005376,delivered
or_31005377,delivered
or_31005378,delivered
or_31005379,returned
or_31005380,delivered
or_31005381,delivered
or_31005382,delivered
or_31005383,delivered
or_31005384,delivered
or_31005385,delivered
or_31005386,delivered
or_31005387,delivered
or_31005388,delivered
or_31005389,returned
or_31005390,returned
or_31005391,delivered
or_31005392,delivered
or_31005393,delivered
or_31005394,returned
or_31005395,delivered
or_31005396,delivered
or_31005397,returned
or_31005398,delivered
or_31005399,delivered
or_31005400,returned
or_31005401,delivered
or_31005402,delivered
or_31005403,delivered
or_31005404,delivered
or_31005405,delivered
or_31005406,delivered
or_31005407,delivered
or_31005408,delivered
or_31005409,delivered
or_31005410,delivered
or_31005411,delivered
or_31005412,delivered
or_31005413,delivered
or_31005414,delivered
or_31005415,delivered
or_31005416,delivered
or_31005417,returned
or_31005418,delivered
or_31005419,delivered
or_31005420,delivered
or_31005421,delivered
or_31005422,delivered
or_31005423,delivered
or_31005424,delivered
or_31005425,delivered
or_31005426,returned
or_31005427,delivered
or_31005428,delivered
or_31005429,returned
or_31005430,delivered
or_31005431,delivered
or_31005432,delivered
or_31005433,returned
or_31005434,returned
or_31005434,returned
or_31005435,returned
or_31005436,returned
or_31005437,delivered
or_31005438,returned
or_31005439,returned
or_31005440,delivered
or_31005441,delivered
or_31005442,delivered
or_31005443,delivered
or_31005444,delivered
or_31005445,delivered
or_31005446,delivered
or_31005447,delivered
or_31005448,delivered
or_31005449,delivered
or_31005450,delivered
or_31005451,delivered
or_31005452,returned
or_31005453,delivered
or_31005454,delivered
or_31005455,delivered
or_31005456,delivered
or_31005457,returned
or_31005458,returned
or_31005459,delivered
or_31005460,delivered
or_31005461,delivered
or_31005462,delivered
or_31005463,delivered
or_31005464,returned
or_31005465,delivered
or_31005466,returned
or_31005467,delivered
or_31005468,delivered
or_31005469,delivered
or_31005470,delivered
or_31005471,delivered
or_31005472,returned
or_31005473,delivered
or_31005474,returned
or_31005475,delivered
or_31005476,delivered
or_31005477,delivered
or_31005478,delivered
or_31005479,delivered
or_31005480,delivered
or_31005481,delivered
or_31005482,returned
or_31005483,delivered
or_31005484,delivered
or_31005485,delivered
or_31005486,returned
or_31005487,delivered
or_31005488,delivered
or_31005489,delivered
or_31005490,delivered
or_31005491,delivered
or_31005492,delivered
or_31005493,returned
or_31005493,returned
or_31005494,delivered
or_31005495,delivered
or_31005496,delivered
or_31005497,delivered
or_31005498,delivered
or_31005499,delivered
or_31005500,delivered
or_31005501,delivered
or_31005502,delivered
or_31005503,returned
or_31005504,delivered
or_31005505,delivered
or_31005506,delivered
or_31005507,delivered
or_31005508,returned
or_31005509,delivered
or_31005510,delivered
or_31005511,delivered
or_31005512,delivered
or_31005513,delivered
or_31005514,delivered
or_31005515,delivered
or_31005516,returned
or_31005517,delivered
or_31005518,returned
or_31005519,delivered
or_31005520,returned
or_31005521,delivered
or_31005522,delivered
or_31005523,delivered
or_31005524,delivered
or_31005525,delivered
or_31005526,delivered
or_31005527,delivered
or_31005528,delivered
or_31005529,delivered
or_31005530,delivered
or_31005531,returned
or_31005532,delivered
or_31005533,delivered
or_31005534,delivered
or_31005535,returned
or_31005536,returned
or_31005537,delivered
or_31005538,delivered
or_31005539,returned
or_31005540,delivered
or_31005541,delivered
or_31005542,delivered
or_31005543,delivered
or_31005544,returned
or_31005545,delivered
or_31005546,delivered
or_31005547,delivered
or_31005548,delivered
or_31005549,returned
or_31005550,delivered
or_31005551,delivered
or_31005552,returned
or_31005553,delivered
or_31005554,delivered
or_31005555,delivered
or_31005556,returned
or_31005557,delivered
or_31005558,delivered
or_31005559,returned
or_31005560,delivered
or_31005561,delivered
or_31005562,delivered
or_31005563,delivered
or_31005564,delivered
or_31005565,delivered
or_31005566,delivered
or_31005567,delivered
or_31005568,returned
or_31005569,delivered
or_31005570,delivered
or_31005571,delivered
or_31005572,delivered
or_31005573,delivered
or_31005574,delivered
or_31005575,delivered
or_31005576,returned
or_31005577,delivered
or_31005578,delivered
or_31005579,delivered
or_31005580,delivered
or_31005581,delivered
or_31005582,delivered
or_31005583,returned
or_31005583,returned
or_31005584,delivered
or_31005585,delivered
or_31005586,delivered
or_31005587,returned
or_31005588,delivered
or_31005589,returned
or_31005590,returned
or_31005591,delivered
or_31005592,delivered
or_31005593,delivered
or_31005594,delivered
or_31005595,delivered
or_31005596,returned
or_31005597,delivered
or_31005598,delivered
or_31005599,delivered
or_31005600,delivered
or_31005601,delivered
or_31005602,delivered
or_31005603,delivered
or_31005604,delivered
or_31005605,delivered
or_31005606,delivered
or_31005607,delivered
or_31005608,delivered
or_31005609,delivered
or_31005610,delivered
or_31005611,delivered
or_31005612,delivered
or_31005613,delivered
or_31005614,delivered
or_31005615,delivered
or_31005616,delivered
or_31005617,delivered
or_31005618,delivered
or_31005619,returned
or_31005620,delivered
or_31005621,delivered
or_31005622,delivered
or_31005623,delivered
or_31005624,delivered
or_31005625,delivered
or_31005626,delivered
or_31005627,delivered
or_31005628,delivered
or_31005629,delivered
or_31005630,delivered
or_31005631,delivered
or_31005632,delivered
or_31005633,delivered
or_31005634,delivered
or_31005635,delivered
or_31005636,delivered
or_31005637,delivered
or_31005638,delivered
or_31005639,delivered
or_31005640,delivered
or_31005641,returned
or_31005642,delivered
or_31005643,delivered
or_31005644,delivered
or_31005645,delivered
or_31005646,delivered
or_31005647,delivered
or_31005648,delivered
or_31005649,delivered
or_31005650,delivered
or_31005651,delivered
or_31005652,delivered
or_31005653,returned
or_31005654,delivered
or_31005655,delivered
or_31005656,delivered
or_31005657,delivered
or_31005658,delivered
or_31005659,delivered
or_31005660,returned
or_31005661,delivered
or_31005662,delivered
or_31005663,delivered
or_31005664,delivered
or_31005665,returned
or_31005666,delivered
or_31005667,delivered
or_31005668,delivered
or_31005669,delivered
or_31005670,delivered
or_31005671,returned
or_31005672,returned
or_31005673,delivered
or_31005674,delivered
or_31005675,returned
or_31005676,delivered
or_31005677,delivered
or_31005678,delivered
or_31005679,delivered
or_31005680,delivered
or_31005681,delivered
or_31005682,delivered
or_31005683,delivered
or_31005684,returned
or_31005685,delivered
or_31005686,returned
or_31005687,delivered
or_31005688,delivered
or_31005689,delivered
or_31005690,delivered
or_31005691,returned
or_31005692,delivered
or_31005693,delivered
or_31005694,returned
or_31005695,delivered
or_31005696,delivered
or_31005697,delivered
or_31005698,delivered
or_31005699,delivered
or_31005700,delivered
or_31005701,delivered
or_31005702,delivered
or_31005703,delivered
or_31005704,delivered
or_31005705,delivered
or_31005706,delivered
or_31005707,delivered
or_31005708,returned
or_31005709,returned
or_31005710,delivered
or_31005711,returned
or_31005712,delivered
or_31005713,returned
or_31005714,delivered
or_31005715,returned
or_31005716,delivered
or_31005717,delivered
or_31005718,delivered
or_31005719,delivered
or_31005720,delivered
or_31005721,delivered
or_31005722,delivered
or_31005723,delivered
or_31005724,returned
or_31005724,returned
or_31005725,delivered
or_31005726,delivered
or_31005727,delivered
or_31005728,returned
or_31005729,returned
or_31005730,delivered
or_31005731,delivered
or_31005732,delivered
or_31005733,delivered
or_31005734,delivered
or_31005735,delivered
or_31005736,delivered
or_31005737,delivered
or_31005738,delivered
or_31005739,delivered
or_31005740,delivered
or_31005741,delivered
or_31005742,delivered
or_31005743,delivered
or_31005744,delivered
or_31005745,delivered
or_31005746,delivered
or_31005747,delivered
or_31005748,delivered
or_31005749,delivered
or_31005750,delivered
or_31005751,delivered
or_31005752,delivered
or_31005753,delivered
or_31005754,returned
or_31005755,delivered
or_31005756,delivered
or_31005757,delivered
or_31005758,delivered
or_31005759,delivered
or_31005760,delivered
or_31005761,delivered
or_31005762,delivered
or_31005763,delivered
or_31005764,delivered
or_31005765,delivered
or_31005766,delivered
or_31005767,delivered
or_31005768,delivered
or_31005769,delivered
or_31005770,delivered
or_31005771,delivered
or_31005772,delivered
or_31005773,delivered
or_31005774,delivered
or_31005775,returned
or_31005776,returned
or_31005777,delivered
or_31005778,delivered
or_31005779,delivered
or_31005780,returned
or_31005781,delivered
or_31005782,delivered
or_31005783,delivered
or_31005784,delivered
or_31005785,delivered
or_31005786,delivered
or_31005787,returned
or_31005788,returned
or_31005789,delivered
or_31005790,returned
or_31005791,returned
or_31005792,delivered
or_31005793,delivered
or_31005794,delivered
or_31005795,delivered
or_31005796,delivered
or_31005797,returned
or_31005798,delivered
or_31005799,delivered
or_31005800,delivered
or_31005801,delivered
or_31005802,returned
or_31005803,returned
or_31005804,delivered
or_31005805,returned
or_31005806,delivered
or_31005807,delivered
or_31005808,delivered
or_31005809,delivered
or_31005810,returned
or_31005811,delivered
or_31005812,delivered
or_31005813,delivered
or_31005814,delivered
or_31005815,returned
or_31005816,delivered
or_31005817,delivered
or_31005818,delivered
or_31005819,delivered
or_31005820,returned
or_31005821,delivered
or_31005822,returned
or_31005823,delivered
or_31005824,delivered
or_31005825,delivered
or_31005826,delivered
or_31005827,returned
or_31005828,delivered
or_31005829,delivered
or_31005830,delivered
or_31005831,delivered
or_31005832,delivered
or_31005833,returned
or_31005834,delivered
or_31005835,delivered
or_31005836,delivered
or_31005837,returned
or_31005838,delivered
or_31005839,delivered
or_31005840,delivered
or_31005841,returned
or_31005842,delivered
or_31005843,delivered
or_31005844,delivered
or_31005845,delivered
or_31005846,delivered
or_31005847,delivered
or_31005848,delivered
or_31005849,delivered
or_31005850,delivered
or_31005851,returned
or_31005852,returned
or_31005852,returned
or_31005853,delivered
or_31005854,delivered
or_31005855,delivered
or_31005856,delivered
or_31005857,delivered
or_31005858,delivered
or_31005859,delivered
or_31005860,delivered
or_31005861,returned
or_31005862,returned
or_31005863,delivered
or_31005864,delivered
or_31005865,delivered
or_31005866,delivered
or_31005867,delivered
or_31005868,delivered
or_31005869,delivered
or_31005870,delivered
or_31005871,returned
or_31005872,delivered
or_31005873,delivered
or_31005874,delivered
or_31005875,delivered
or_31005876,delivered
or_31005877,delivered
or_31005878,delivered
or_31005879,returned
or_31005880,delivered
or_31005881,delivered
or_31005882,delivered
or_31005883,delivered
or_31005884,delivered
or_31005885,delivered
or_31005886,delivered
or_31005887,delivered
or_31005888,delivered
or_31005889,delivered
or_31005890,delivered
or_31005891,delivered
or_31005892,delivered
or_31005893,delivered
or_31005894,returned
or_31005895,delivered
or_31005896,delivered
or_31005897,delivered
or_31005898,returned
or_31005899,delivered
or_31005900,delivered
or_31005901,delivered
or_31005902,returned
or_31005902,returned
or_31005903,returned
or_31005904,delivered
or_31005905,returned
or_31005905,returned
or_31005906,delivered
or_31005907,delivered
or_31005908,returned
or_31005909,delivered
or_31005910,delivered
or_31005911,delivered
or_31005912,delivered
or_31005913,delivered
or_31005914,returned
or_31005915,delivered
or_31005916,returned
or_31005917,returned
or_31005918,delivered
or_31005919,delivered
or_31005920,delivered
or_31005921,delivered
or_31005922,delivered
or_31005923,delivered
or_31005924,delivered
or_31005925,delivered
or_31005926,delivered
or_31005927,returned
or_31005928,delivered
or_31005929,delivered
or_31005930,delivered
or_31005931,returned
or_31005932,delivered
or_31005933,returned
or_31005933,returned
or_31005934,returned
or_31005935,delivered
or_31005936,delivered
or_31005937,delivered
or_31005938,returned
or_31005939,delivered
or_31005940,delivered
or_31005941,delivered
or_31005942,returned
or_31005943,delivered
or_31005944,delivered
or_31005945,delivered
or_31005946,delivered
or_31005947,returned
or_31005948,delivered
or_31005949,delivered
or_31005950,delivered
or_31005951,delivered
or_31005952,delivered
or_31005953,delivered
or_31005954,delivered
or_31005955,delivered
or_31005956,returned
or_31005957,delivered
or_31005958,delivered
or_31005959,delivered
or_31005960,delivered
or_31005961,delivered
or_31005962,delivered
or_31005963,delivered
or_31005964,delivered
or_31005965,delivered
or_31005966,delivered
or_31005967,delivered
or_31005968,delivered
or_31005969,delivered
or_31005970,delivered
or_31005971,delivered
or_31005972,returned
or_31005973,delivered
or_31005974,delivered
or_31005975,returned
or_31005976,delivered
or_31005977,delivered
or_31005978,delivered
or_31005979,delivered
or_31005980,delivered
or_31005981,delivered
or_31005982,returned
or_31005983,delivered
or_31005984,delivered
or_31005985,delivered
or_31005986,delivered
or_31005987,delivered
or_31005988,delivered
or_31005989,returned
or_31005990,delivered
or_31005991,delivered
or_31005992,delivered
or_31005993,delivered
or_31005994,delivered
or_31005995,delivered
or_31005996,returned
or_31005997,delivered
or_31005998,delivered
or_31005999,delivered
or_31006000,delivered
or_31006001,delivered
or_31006002,delivered
or_31006003,delivered
or_31006004,delivered
or_31006005,delivered
or_31006006,delivered
or_31006007,delivered
or_31006008,delivered
or_31006009,returned
or_31006010,delivered
or_31006011,delivered
or_31006012,delivered
or_31006013,delivered
or_31006014,delivered
or_31006015,delivered
or_31006016,delivered
or_31006017,delivered
or_31006018,delivered
or_31006019,returned
or_31006020,delivered
or_31006021,delivered
or_31006022,returned
or_31006023,returned
or_31006024,delivered
or_31006025,returned
or_31006026,delivered
or_31006027,delivered
or_31006028,delivered
or_31006029,delivered
or_31006030,delivered
or_31006031,delivered
or_31006032,delivered
or_31006033,delivered
or_31006034,delivered
or_31006035,delivered
or_31006036,delivered
or_31006037,delivered
or_31006038,delivered
or_31006039,delivered
or_31006040,delivered
or_31006041,returned
or_31006042,returned
or_31006043,returned
or_31006043,returned
or_31006044,returned
or_31006045,delivered
or_31006046,delivered
or_31006047,returned
or_31006047,returned
or_31006048,delivered
or_31006049,delivered
or_31006050,delivered
or_31006051,delivered
or_31006052,delivered
or_31006053,delivered
or_31006054,delivered
or_31006055,delivered
or_31006056,delivered
or_31006057,returned
or_31006058,delivered
or_31006059,delivered
or_31006060,delivered
or_31006061,delivered
or_31006062,delivered
or_31006063,delivered
or_31006064,delivered
or_31006065,delivered
or_31006066,delivered
or_31006067,delivered
or_31006068,delivered
or_31006069,returned
or_31006070,returned
or_31006071,delivered
or_31006072,delivered
or_31006073,delivered
or_31006074,delivered
or_31006075,delivered
or_31006076,returned
or_31006077,delivered
or_31006078,returned
or_31006078,returned
or_31006079,delivered
or_31006080,delivered
or_31006081,delivered
or_31006082,delivered
or_31006083,delivered
or_31006084,delivered
or_31006085,delivered
or_31006086,delivered
or_31006087,returned
or_31006088,delivered
or_31006089,delivered
or_31006090,returned
or_31006090,returned
or_31006091,delivered
or_31006092,delivered
or_31006093,delivered
or_31006094,delivered
or_31006095,delivered
or_31006096,delivered
or_31006097,delivered
or_31006098,returned
or_31006099,returned
or_31006100,delivered
or_31006101,delivered
or_31006102,delivered
or_31006103,delivered
or_31006104,delivered
or_31006105,delivered
or_31006106,returned
or_31006107,delivered
or_31006108,returned
or_31006109,delivered
or_31006110,delivered
or_31006111,delivered
or_31006112,returned
or_31006113,delivered
or_31006114,delivered
or_31006115,delivered
or_31006116,delivered
or_31006117,delivered
or_31006118,delivered
or_31006119,delivered
or_31006120,delivered
or_31006121,delivered
or_31006122,delivered
or_31006123,delivered
or_31006124,delivered
or_31006125,delivered
or_31006126,delivered
or_31006127,delivered
or_31006128,delivered
or_31006129,delivered
or_31006130,delivered
or_31006131,delivered
or_31006132,delivered
or_31006133,returned
or_31006134,delivered
or_31006135,delivered
or_31006136,delivered
or_31006137,delivered
or_31006138,delivered
or_31006139,delivered
or_31006140,delivered
or_31006141,returned
or_31006142,delivered
or_31006143,returned
or_31006144,delivered
or_31006145,delivered
or_31006146,delivered
or_31006147,returned
or_31006147,returned
or_31006148,delivered
or_31006149,delivered
or_31006150,delivered
or_31006151,delivered
or_31006152,delivered
or_31006153,delivered
or_31006154,delivered
or_31006155,delivered
or_31006156,returned
or_31006157,delivered
or_31006158,delivered
or_31006159,returned
or_31006160,delivered
or_31006161,delivered
or_31006162,delivered
or_31006163,delivered
or_31006164,delivered
or_31006165,delivered
or_31006166,delivered
or_31006167,delivered
or_31006168,delivered
or_31006169,delivered
or_31006170,delivered
or_31006171,delivered
or_31006172,delivered
or_31006173,delivered
or_31006174,delivered
or_31006175,delivered
or_31006176,delivered
or_31006177,returned
or_31006178,returned
or_31006179,delivered
or_31006180,returned
or_31006181,delivered
or_31006182,delivered
or_31006183,delivered
or_31006184,delivered
or_31006185,delivered
or_31006186,delivered
or_31006187,delivered
or_31006188,delivered
or_31006189,returned
or_31006189,returned
or_31006190,delivered
or_31006191,returned
or_31006192,delivered
or_31006193,returned
or_31006194,delivered
or_31006195,delivered
or_31006196,delivered
or_31006197,delivered
or_31006198,delivered
or_31006199,delivered
or_31006200,delivered
or_31006201,delivered
or_31006202,delivered
or_31006203,delivered
or_31006204,delivered
or_31006205,delivered
or_31006206,delivered
or_31006207,delivered
or_31006208,delivered
or_31006209,delivered
or_31006210,delivered
or_31006211,delivered
or_31006212,delivered
or_31006213,delivered
or_31006214,delivered
or_31006215,delivered
or_31006216,delivered
or_31006217,delivered
or_31006218,delivered
or_31006219,delivered
or_31006220,delivered
or_31006221,delivered
or_31006222,delivered
or_31006223,delivered
or_31006224,delivered
or_31006225,delivered
or_31006226,delivered
or_31006227,returned
or_31006228,delivered
or_31006229,delivered
or_31006230,delivered
or_31006231,delivered
or_31006232,returned
or_31006233,returned
or_31006234,returned
or_31006235,delivered
or_31006236,returned
or_31006237,returned
or_31006238,delivered
or_31006239,returned
or_31006240,delivered
or_31006241,delivered
or_31006242,delivered
or_31006243,delivered
or_31006244,delivered
or_31006245,delivered
or_31006246,returned
or_31006246,returned
or_31006247,delivered
or_31006248,delivered
or_31006249,delivered
or_31006250,delivered
or_31006251,returned
or_31006251,returned
or_31006252,delivered
or_31006253,delivered
